word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,tense,plural,detail,audio,audio_uk,audio_us
liquid-in-glass thermometer,,,[机] 液体温度计,,,,,,,,,,,,
liquid-liquid chemical reaction,,,[机] 液-液化学反应,,,,,,,,,,,,
liquid-liquid system,,,[机] 液-液系统,,,,,,,,,,,,
liquid-phase cracking process,,,[机] 液相裂化过程,,,,,,,,,,,,
liquid-phase hydrogenation,,,[机] 液相氢化,,,,,,,,,,,,
liquid-phase operation,,,"[机] 液相过程, 液相操作",,,,,,,,,,,,
liquid-sealed discharge,,,"[机] 液对放卸, 液对排出",,,,,,,,,,,,
liquid-solid chdmical reaction,,,[机] 液-固化学反应,,,,,,,,,,,,
liquid-solid equilibria,,,[机] 固-液平衡,,,,,,,,,,,,
liquid-state electronics,,,[电] 液态电子学,,,,,,,,,,,,
liquid-vapor chemical reaction,,,[机] 液-汽化学反应,,,,,,,,,,,,
liquid-vapor equilibrium,,,[机] 液-汽平衡,,,,,,,,,,,,
liquidate,'likwideit,v. eliminate by paying off (debts)\nv. convert into cash\nv. settle the affairs of by determining the debts and applying the assets to pay them off,"vt. 偿付, 清算, 扫除, 整理, 变卖, 消灭\nvi. 清算, 清理",,1,,,19026,14527,,,,,,
liquidated,'lɪkwɪdeɪtɪd,,v. 清算( liquidate的过去式和过去分词 ); 清除（某人）; 清偿; 变卖,,,,,45890,37606,,,,,,
liquidation,.likwi'deiʃәn,n. termination of a business operation by using its assets to discharge its liabilities,"n. 偿还, 偿付, 清算\n[化] 液化; 溶离法; 溶化分离法",,,,,8992,16935,,,,,,
liquidator,'likwideitә,n. (law) a person (usually appointed by a court of law) who liquidates assets or preserves them for the benefit of affected parties,n. 清算人\n[经] 清算人,,,,,13185,34510,,,,,,
liquidise,'likwidaiz,,vt.<主英>=liquidize,,,,,44598,,,,,,,
liquidity,li'kwiditi,n. being in cash or easily convertible to cash; debt paying ability,"n. 流动性, 流畅\n[经] 流动性",,,,,8347,13996,,,,,,
liquidize,'likwidaiz,,vt. 使液化\n[机] 液化,,,,,,,,,,,,
liquidizer,,,"n. 食物搅拌器, 掺和者, 家用搅拌",,,,,,,,,,,,
liquidus curve,,,[机] 液相曲线,,,,,,,,,,,,
liquidus line,,,[机] 液相线,,,,,,,,,,,,
liquifaction,,,[机] 液化,,,,,,,,,,,,
liquify,'likwifai,,"v.(使)溶解, (使)液化",,,,,,38004,,,,,,
liqukd cooling,,,[电] 液冷,,,,,,,,,,,,
liquor,'likә,n. an alcoholic beverage that is distilled rather than fermented\nn. a liquid substance that is a solution (or emulsion or suspension) used or obtained in an industrial process\nn. the liquid in which vegetables or meat have be cooked,"n. 酒, 液体, 汁, 溶液\nvt. 浸水\nvi. 喝酒",,1,,cet4 cet6 ky ielts,8972,5004,,,,,,
liquorice,'likәris,,n. 甘草\n[化] 甘草,,,,,33608,,,,,,,
lira,'liәrә,n. the basic unit of money on Malta; equal to 100 cents\nn. the basic unit of money in Turkey\nn. formerly the basic unit of money in Italy; equal to 100 centesimi,n. 里拉,,1,,,24792,,,,,,,
lire,ˈlɪərə,,n. （意大利和土耳其的货币单位）里拉( lira的名词复数 ),,,,,23240,,,,,,,
liripipe,'liripaip,,n. 帽上的长尾,,,,,,,,,,,,
lis,,,"[法] 诉讼事件, 争执, 起诉",,,,,,,,,,,,
lisa,"'li:zә, 'laizә",,n. 丽莎（女子名）,,,,,4889,,,,,,,
lisbeth,,,n. (Lisbeth)人名；(德、瑞典)莉丝贝特(女名)，利斯贝特；(英)利斯贝思,,,,,,,,,,,,
Lisbon,'lizbәn,n. capital and largest city and economic and cultural center of Portugal; a major port in western Portugal on Tagus River where it broadens and empties into the Atlantic,n. 里斯本(葡萄牙首都),,,,,10557,,,,,,,
Lisburn,,,利斯本,,,,,18065,,,,,,,
lise,,,n. 丽丝（库肯霍夫郁金香公园名）,,,,,48267,,,,,,,
lisette,,,n. (Lisette)人名；(德)利泽特，莉泽特(女名)；(法)利塞特，莉塞特(女名),,,,,,,,,,,,
lish,,,abbr. 腹腔镜筋膜内子宫切除术（laparoscopic intrafascial supracervical hysterectomy）,,,,,,,,,,,,
lisle,lail,n. a fabric woven with lisle thread\nn. a strong tightly twisted cotton thread (usually made of long-staple cotton),"n. 莱尔线, 莱尔线织物\na. 莱尔线的",,,,,38355,,,,,,,
lisp,lisp,n. a speech defect that involves pronouncing `s' like voiceless `th' and `z' like voiced `th'\nn. a flexible procedure-oriented programing language that manipulates symbols in the form of lists\nv. speak with a lisp,vt. 咬着舌说\nvi. 咬着舌说\nn. 口齿不清,,,,,34555,25896,,,,,,
LISP compiler,,,[计] LISP语言编译程序,,,,,,,,,,,,
LISP construction,,,[计] LISP结构,,,,,,,,,,,,
LISP evaluation,,,[计] LISP求值,,,,,,,,,,,,
LISP interpreter,,,[计] 类LISP语言解释程序,,,,,,,,,,,,
LISP machine,,,[计] LISP机,,,,,,,,,,,,
lisp out,,,口齿不清地说,,,,,,,,,,,,
LISP standard,,,[计] LISP标准,,,,,,,,,,,,
LISP-like programming language,,,[计] LISP程序设计语言,,,,,,,,,,,,
lisping,'lispiŋ,,[医] 牙语,,,,,,,,,,,,
lispingly,'lispiŋli,r. with a lisp,ad. 口齿不清地,,,,,,,,,,,,
Lissa,,,n. (Lissa)人名；(意、瑞典、斯里)利萨；(德)莉萨,,,,,18323,,,,,,,
Lissajous figures,,,[电] Lissajous图形,,,,,,,,,,,,
lissom,'lisәm,,"a. 柔软的, 轻捷的, 优美的, 轻快的, 敏捷的",,,,,,,,,,,,
lissome,'lisәm,s. moving and bending with ease,"a. 柔软的, 敏捷的",,,,,,37298,,,,,,
list,list,n. a database containing an ordered array of items (names or topics)\nv. give or make a list of; name individually; give the names of\nv. include in a list\nv. cause to lean to the side,"n. 目录, 名单, 明细表, 布条, 条纹, 列表, 序列, 数据清单\nvt. 列出, 列于表上, 记入名单内, 装布条\nvi. 列于表上\n[计] 列表, 序列, 数据清单",,5,1,zk gk cet4 cet6 ky ielts,715,696,,,,,,
list area,,,[计] 表域,,,,,,,,,,,,
list box,,,列表框\n[计] 列表框,,,,,,,,,,,,
list cell,,,"[计] 表元, 表格单元",,,,,,,,,,,,
list constructor,,,[计] 表构造器,,,,,,,,,,,,
list creation,,,[计] 表的建立,,,,,,,,,,,,
list data structure,,,[计] 表格数据结构,,,,,,,,,,,,
list deletion,,,[计] 表删除,,,,,,,,,,,,
LIST DEVICES,,,[计] 列出硬设备实用程序,,,,,,,,,,,,
list directory program,,,[计] 表目录程序,,,,,,,,,,,,
list editor program,,,[计] 表编辑程序,,,,,,,,,,,,
list element,,,[计] 列表元素,,,,,,,,,,,,
list entries,,,输入序列\n[计] 输入序列,,,,,,,,,,,,
list execution condition,,,[计] 表执行条件,,,,,,,,,,,,
list file,,,"[计] 表文件, 编目文件",,,,,,,,,,,,
list file names with,,,同时列出\n[计] 同时列出,,,,,,,,,,,,
list file structure,,,[计] 编目文件结构,,,,,,,,,,,,
list files by,,,清单排序依据\n[计] 清单排序依据,,,,,,,,,,,,
list files of type,,,文件类型\n[计] 文件类型,,,,,,,,,,,,
list form,,,[计] 表格形式,,,,,,,,,,,,
list generation,,,[计] 表生成,,,,,,,,,,,,
list generation program,,,[计] 表生成程序,,,,,,,,,,,,
list head,,,[计] 表头,,,,,,,,,,,,
list inserting,,,[计] 表插入法,,,,,,,,,,,,
list insertion,,,[计] 表插入,,,,,,,,,,,,
list insertion technique,,,[计] 表插入技术,,,,,,,,,,,,
list instructure,,,[计] 表结构,,,,,,,,,,,,
list manipulation,,,[计] 表处理,,,,,,,,,,,,
list membership,,,[计] 表的隶属关系,,,,,,,,,,,,
list names,,,名称清单\n[计] 名称清单,,,,,,,,,,,,
list notation,,,[计] 表记法,,,,,,,,,,,,
list of drivers,,,驱动程序列表,,,,,,,,,,,,
list of file name,,,[计] 文件名字表,,,,,,,,,,,,
list of fonts,,,字体列表\n[计] 字体列表,,,,,,,,,,,,
list of instruction,,,[计] 指令表,,,,,,,,,,,,
list of key word,,,[计] 关键字表,,,,,,,,,,,,
list of lists,,,[计] 表的表,,,,,,,,,,,,
list of notion,,,[计] 概念表,,,,,,,,,,,,
list of printers,,,打印机列表\n[计] 打印机列表,,,,,,,,,,,,
list of son,,,"[计] 子表, 儿子表",,,,,,,,,,,,
list pointer word,,,[计] 表指示字,,,,,,,,,,,,
list procedure,,,[计] 表程序,,,,,,,,,,,,
list processing,,,[计] 表处理,,,,,,,,,,,,
list processing condition,,,[计] 表处理条件,,,,,,,,,,,,
list processing function,,,"[计] 表处理操作, 表处理功能",,,,,,,,,,,,
list processing language,,,[计] 表处理语言,,,,,,,,,,,,
list processing program,,,[计] 表处理程序,,,,,,,,,,,,
list processing routine,,,[计] 表处理程序,,,,,,,,,,,,
list processing semantics,,,[计] 表处理语义,,,,,,,,,,,,
list processing software,,,[计] 表处理软件,,,,,,,,,,,,
list processing structure,,,[计] 表处理结构,,,,,,,,,,,,
list processing system,,,[计] 表处理系统,,,,,,,,,,,,
list processing technique,,,[计] 表处理技术,,,,,,,,,,,,
list program generator,,,[计] 列表程序的生成程序,,,,,,,,,,,,
list programming language,,,[计] 表格程序设计语言,,,,,,,,,,,,
list range,,,数据区域\n[计] 数据区域,,,,,,,,,,,,
list reclamation,,,[计] 表的回收,,,,,,,,,,,,
list reversal,,,[计] 表的颠倒,,,,,,,,,,,,
list scheduling,,,[计] 表调度,,,,,,,,,,,,
list search,,,"[计] 表查索, 表查找",,,,,,,,,,,,
list segmentation,,,[计] 表的分段,,,,,,,,,,,,
list separator,,,列表分隔符\n[计] 列表分隔符,,,,,,,,,,,,
list software conversion,,,[计] lisp软件转换,,,,,,,,,,,,
list sorting,,,[计] 表排序,,,,,,,,,,,,
list specification,,,[计] 表说明,,,,,,,,,,,,
list storage,,,[计] 表的存储,,,,,,,,,,,,
list structure,,,[电] 列表结构,,,,,,,,,,,,
list surgery,,,[计] 表的手术,,,,,,,,,,,,
list table,,,[计] 编目表,,,,,,,,,,,,
list traversal,,,[计] 表遍历,,,,,,,,,,,,
list traversal program,,,[计] 表遍历程序,,,,,,,,,,,,
list-directed,,,"[计] 表式, 表制导的, 表控制的",,,,,,,,,,,,
list-directed data field length,,,[计] 表式数据域长度,,,,,,,,,,,,
list-directed data specification,,,[计] 表式数据说明,,,,,,,,,,,,
list-directed field,,,[计] 表式字段,,,,,,,,,,,,
list-directed firmware,,,[计] 表式固件,,,,,,,,,,,,
list-directed input,,,[计] 表式输入,,,,,,,,,,,,
list-directed input list,,,[计] 表控输入表,,,,,,,,,,,,
list-directed input/output statement,,,[计] 表示输入输出语句,,,,,,,,,,,,
list-directed output,,,[计] 表式输出,,,,,,,,,,,,
list-directed transmission,,,"[计] 表式传送, 表式传输",,,,,,,,,,,,
list-oriented function,,,[计] 面向表的函数,,,,,,,,,,,,
list-searching mechanism,,,[计] 查表机构,,,,,,,,,,,,
LISTDIR,,,[计] 列目录命令,,,,,,,,,,,,
listed,'listid,a. on a list,"a. 列出的\n[经] 上市的, 已登录的, 表列的",,,,,6613,11336,,,,,,
listed files,,,文件清单\n[计] 文件清单,,,,,,,,,,,,
listen,'lisn,v. hear with intention\nv. listen and pay attention,"vi. 听, 倾听, 听从\nn. 听, 倾听",,4,1,zk gk,849,557,,,,,,
Listen Before Talk,,,[计] 对话前监听,,,,,,,,,,,,
listen in,,,"收听, 监听, 偷听\n[法] 收听, 监听, 偷听",,,,,,,,,,,,
listen to,,,听,,,,,,,,,,,,
listen to reason,,,服从理智,,,,,,,,,,,,
listen while talk,,,[计] 边听边说,,,,,,,,,,,,
listen-before-talk,,,[计] 称听后讲,,,,,,,,,,,,
listen-before-transmission protocol,,,[计] 先听后发协议,,,,,,,,,,,,
listen-in,,,[电] 收听,,,,,,,,,,,,
listenable,'lisәnәbl,,adj.值得一听的,,,,,,39254,,,,,,
listener,'lisnә,,"n. 收听者, 听众",,2,,cet4,5350,4010,,,,,,
listener echo,,,[计] 受话者回声,,,,,,,,,,,,
listener-in,,,"n. 收听者, 窃听者",,,,,,,,,,,,
listeners,,,n. 听众；监听器（listener的复数）,,,,,,,,,,,,
listenership,'lisәnәʃip,,n. 听众(人数),,,,,,35039,,,,,,
listening,'lisniŋ,n. the act of hearing attentively,"n. 听, 监听\na. 助听用的",,,,,7588,6493,,,,,,
listening and ringing key,,,[电] 听唤振铃键,,,,,,,,,,,,
listening angle,,,[电] 听唤角,,,,,,,,,,,,
listening key,,,[电] 听唤键,,,,,,,,,,,,
listening plug,,,[电] 听唤插头,,,,,,,,,,,,
listening post,,,情报通讯站,,,,,,,,,,,,
listening sonar,,,[电] 听唤声纳,,,,,,,,,,,,
listening test,,,[电] 试听,,,,,,,,,,,,
lister,'listә,n. English surgeon who was the first to use antiseptics (1827-1912)\nn. assessor who makes out the tax lists\nn. moldboard plow with a double moldboard designed to move dirt to either side of a central furrow,"n. 双耕犁, 制表人",,,,,21548,,,,,,,
Listeria,,n. any species of the genus Listeria,[医] 李司忒氏菌属,,,,,38112,30766,,,,,,
Listeriosis,"lis,tiәri'әjsis",n. an infectious disease of animals and humans (especially newborn or immunosuppressed persons) caused by the bacterium Listeria monocytogenes; in sheep and cattle the infection frequently involves the central nervous system and causes various neurological symptoms,[医] 李司忒氏菌病,,,,,,39807,,,,,,
Listerism,'listәrizm,,n. 石炭酸消毒法\n[医] 防腐无菌法,,,,,,,,,,,,
listerize,'listәraiz,,vt. 消毒,,,,,,,,,,,,
listing,'listiŋ,n. the act of making a list of items,"[计] 列表, 清单, 编目\n[经] 挂牌, 上市, 编表",,2,,,5738,4964,,,,,,
listing control,,,[计] 列表控制,,,,,,,,,,,,
listing control statement,,,[计] 列表控制语句,,,,,,,,,,,,
listing file,,,[计] 列表文件,,,,,,,,,,,,
listing option,,,[计] 列表任选,,,,,,,,,,,,
listing order,,,[计] 列表次序,,,,,,,,,,,,
listing spooler,,,[计] 列表假脱机系统,,,,,,,,,,,,
listings,,,表,,,,,,,,,,,,
listless,'listlis,s. lacking zest or vivacity,"a. 倦怠的, 无精打采的\n[经] 交易清淡的",,1,,toefl,20099,18270,,,,,,
listlessly,'lɪstləslɪ,r. in a listless manner,adv. 无精打采地，冷淡地,,,,,35575,23745,,,,,,
listlessness,,n. inactivity resulting from lethargy and lack of vigor or energy,n. 精神萎靡；无精打采,,,,,44459,33728,,,,,,
LISTON,,n. United States prizefighter who lost his world heavyweight championship to Cassius Clay in 1964 (1932-1970),利斯顿\n狭丝带,,,,,44364,,,,,,,
lists,lists,,n. 竞技场,,,,,,,,,,,,
LISTSERV,,,[计] 邮寄名单服务程序,,,,,,23474,,,,,,
Liszt,list,n. Hungarian composer and piano virtuoso (1811-1886),"李斯特(Franz, 1811-1886, 匈牙利钢琴家、作曲家)",,,,,29722,,,,,,,
lit,lit,,light的过去式和过去分词,,,,,15062,27912,,,,,,
lita,,,n. (Lita)人名；(塞)利塔,,,,,,,,,,,,
litany,'litәni,n. any long and tedious address or recital\nn. a prayer consisting of a series of invocations by the priest with responses from the congregation,"n. 连祷, 连续",,1,,,18608,10672,,,,,,
litchi,'li:tʃi:,n. Chinese tree cultivated especially in Philippines and India for its edible fruit; sometimes placed in genus Nephelium\nn. Chinese fruit having a thin brittle shell enclosing a sweet jellylike pulp and a single seed; often dried,"n. 荔枝, 荔枝果",,,,,,,,,,,,
lite,lait,,adj. 低盐的；清淡的；简化的,,,,,27642,11911,,,,,,
liter,'li:tә,"n. a metric unit of capacity, formerly defined as the volume of one kilogram of pure water under standard conditions; now equal to 1,000 cubic centimeters (or approximately 1.75 pints)",n. 公升\n[化] 升,,,,cet4 cet6,,10010,,,,,,
literacy,'litәrәsi,n. the ability to read and write,"n. 读写能力, 识字, 精通文学",,1,,cet6 ky toefl ielts,5868,4528,,,,,,
literal,'litәrәl,s. without interpretation or embellishment\na. limited to the explicit meaning of a word or text\ns. avoiding embellishment or exaggeration (used for emphasis),"a. 逐字的, 字面上的, 文字的, 字母的\nn. 印刷错误\n[计] 文字; 直接量; 字面量; 句节",,1,,cet6,8710,6743,,,,,,
literal address,,,[计] 文字地址,,,,,,,,,,,,
literal addressing,,,"[计] 文字编址, 文字寻址",,,,,,,,,,,,
literal code,,,[计] 文字代码,,,,,,,,,,,,
literal constant,,,[计] 文字常数,,,,,,,,,,,,
literal contract,,,成文契约\n[经] 成文契约(合同),,,,,,,,,,,,
literal data,,,[计] 文字数据,,,,,,,,,,,,
literal definition,,,[计] 文字定义,,,,,,,,,,,,
literal expression,,,[计] 文字表达式,,,,,,,,,,,,
literal field,,,[计] 文字字段,,,,,,,,,,,,
literal frame,,,[计] 文字框架,,,,,,,,,,,,
literal key,,,[电] 实字键,,,,,,,,,,,,
literal node,,,[计] 文字节点; 基本式节点,,,,,,,,,,,,
literal operand,,,[计] 文字操作数,,,,,,,,,,,,
literal order,,,[计] 文字指令,,,,,,,,,,,,
literal pool,,,[计] 文字库; 文字池,,,,,,,,,,,,
literal reference,,,[计] 文字引用,,,,,,,,,,,,
literal register,,,[计] 文字寄存器; 常数寄存器,,,,,,,,,,,,
literal rule,,,[计] 文字描述规则,,,,,,,,,,,,
literal similarity,,,[计] 文字上相似,,,,,,,,,,,,
literal string,,,[计] 文字串,,,,,,,,,,,,
literal string pool,,,[计] 文字串库,,,,,,,,,,,,
literal syntax,,,"[计] 文字型语法, 直接量语法",,,,,,,,,,,,
literal table,,,[计] 文字表,,,,,,,,,,,,
literal term,,,[计] 文字项,,,,,,,,,,,,
literal type,,,[计] 文字类型,,,,,,,,,,,,
literalism,'litәrәlizm,n. the doctrine of realistic (literal) portrayal in art or literature\nn. a disposition to interpret statements in their literal sense,n. 拘泥于字句,,,,,49394,27232,,,,,,
literalization,",lɪtərəlɪ'zeʃən",,n. 照字面解释,,,,,,40531,,,,,,
literalize,'litәrәlaiz,v. make literal,"vt. 照字义解释, 拘泥于字句",,,,,,37362,,,,,,
literally,'litәrәli,r. in a literal sense\nr. (intensifier before a figurative expression) without exaggeration,"ad. 逐字地, 按照字面上地, 不夸张地",,2,,cet6 ky toefl ielts,3511,2196,,,,,,
literally speaking,,,"照字义来说, 不夸张地说",,,,,,,,,,,,
literalness,'litәrәlnis,n. adhereing to the concrete construal of something,"n. 字义上, 无修饰",,,,,,37031,,,,,,
literals,,,n. 字面值；文字（literal的复数）,,,,,,,,,,,,
literarily,'litәrәrili,,"adv.文学上地, 学术上地",,,,,,40749,,,,,,
literariness,'litәrәrinis,,"文学性, 文艺性",,,,,,35943,,,,,,
literary,'litәrәri,a. of or relating to or characteristic of literature\ns. knowledgeable about literature\ns. appropriate to literature rather than everyday speech or writing,"a. 文学的, 文艺的, 精通文学的\n[法] 文学的, 从事文学的, 从事写作的",,3,,gk cet4 cet6 ky toefl,2511,2394,,,,,,
literary and linguistic index,,,[计] 文学与语言索引,,,,,,,,,,,,
literate,'litәrit,n. a person who can read and write\na. able to read and write\na. versed in literature; dealing with literature\ns. knowledgeable and educated in one or several fields,"n. 学者\na. 有读写能力的, 精通文学的, 受过教育的",,1,,ky toefl,12087,10593,,,,,,
literati,.litә'rɑ:ti:. 'rɑ:ti:. -'reitai,n. the literary intelligentsia,n. 文人（literatus的复数）；文学界,,,,,36695,25119,,,,,,
literator,'litәreitә,,"n. 作家, 文人",,,,,,,,,,,,
literature,'litәrәtʃә,n. creative writing of recognized artistic value\nn. the humanistic study of a body of literature\nn. published writings in a particular style on a particular subject\nn. the profession or art of a writer,"n. 文学, 文艺, 著作\n[经] 广告, 商品介绍等文学",,3,1,gk cet4 cet6 ky ielts,1765,1395,,,,,,
literature programming,,,[计] 文献程序设计,,,,,,,,,,,,
literature search,,,[计] 文献检索,,,,,,,,,,,,
liters,,,公升,,,,,,,,,,,,
lith,liθ,,pref. 石；结石,,,,,,,,,,,,
lithamide,,,[机] 锂酰氨,,,,,,,,,,,,
lithe,laið,,a. 柔软的,,,,toefl,21741,15858,,,,,,
lithely,laɪðlɪ,,adv. 柔软地，易变地,,,,,48783,41248,,,,,,
lithesome,'laiðsәm,,"a. 柔软的, 轻快的",,,,,,,,,,,,
lithia,'liθiә,,n. 氧化锂\n[化] 氧化锂; 锂氧,,,,,,,,,,,,
lithiasis,li'θaiәsis,n. the formation of stones (calculi) in an internal organ,n. 结石病\n[医] 结石[病],,,,,,,,,,,,
lithic,'liθik,a. of or containing lithium\na. relating to or composed of stone,"a. 石的, 结石的\n[医] 石的, 锂的",,,,,,,,,,,,
lithium,'liθiәm,n. a soft silver-white univalent element of the alkali metal group; the lightest metal known; occurs in several minerals,n. 锂\n[化] 锂Li,,,,,24710,13907,,,,,,
lithium 12-hydroxy stearate,,,[建] 十二羟基硬脂酸锂,,,,,,,,,,,,
lithium chlorate,,,[机] 氯酸锂,,,,,,,,,,,,
